"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"bo","3.sg.poss","Ubi era gänyeri any Abom Abom Abom lla dag ge obo mäg Wainum bo mäg a Wainum bo mäg era ede dulibattäm dan","They are people from this direction, Abom, Abom, Abom people are they. Wainum's mother is from there.","wainum","female personal name","mäg","mother","bo","yes","no","kinship"
"llaeyaba","person=3.nsg.poss","Abom llaeyaba lla da erag Lewada a de duli lla da erag Tapila","Those Abom people's relatives. Like Lewada out there or Tapila.","abom","place name","","","aba","yes","no",NA
"oba","3.nsg.poss","Ede dädribatt be oba eka da era ttingollang dan","So she is from there, but their language is different.","be","but","eka","speak","oba","yes","no",NA
"ngämo","1.sg.poss","Ao täräp me ge ada da ngäna dallalle do we Ge Upiara we da dallalle ede mɨnyi ngämo dägama o ada da mɨnyi sens gogalle ako mɨnyi do mɨnyi gopnaealle a do ako Mägaem eka ada ingoll","Yes, only so often, if I travel there to Upiara so my tongue would change. I would speak in Magaem also.","mɨnyi","fut","dägama","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo llɨg a dadeg","Yes I do have children","","","llɨg","boy","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma Ende eka walle","In our Ende language.","dadeg","cop.exist.prs.plS,","ende","language name","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ede ubim mɨnyi dantepmenynegalle ngämi ada o ge ada ingoll ada ingoll ge pällämpälläm eka walle a be da ge ngäma gänymeae ede ge ngäma Ende eka walle",NA,"ge","this","gänymeae","here.loc-only","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ede ubim mɨnyi dantepmenynegalle ngämi ada o ge ada ingoll ada ingoll ge pällämpälläm eka walle a be da ge ngäma gänymeae ede ge ngäma Ende eka walle",NA,"ge","this","ende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ao yon a ngämo ge ada ge da gotaralle ddob täräp me ddone yon de gotaralle ddob täräp gotaralle yon de","Yes, my dreams are like that, if I dream, and sometimes I don't dream dreams but other times I have dreams.","a","nom","ge","this","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo inggoemeny mokowang a gänyme dag ge ngaeyo ge ada llɨg aba bakmall giddollnen e o sisor llɨg aba bakmall alla ingoll alla ingoll llɨg a bazärnän ge alla ingoll buinggoemenynegnän ngäna llɨg di mɨnyi inggoemeny e mɨnyi daddngoenegalle mɨnyi","I like doing jokes or making fun when I am with children or with younger people and there we crack jokes. I would interrupt kids or young people especially for jokes or to have fun.","de","acc,","inggoemeny","joke","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka ngämo eka ngämo eka da bänga gänyan ge Ende eka da eran","My language is this in Ende.","mɨnyi","fut,","eka","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka ngämo eka ngämo eka da bänga gänyan ge Ende eka da eran","My language is this in Ende.","","","eka","speak","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo eka ngämo eka ngämo eka da bänga gänyan ge Ende eka da eran","My language is this in Ende.","","","eka","speak","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Ge ngäma eka panynenang lla dag oke","These are our language speaking people, okay.","ge","this","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Misdae gänya daeben ge ge ttängäm a eran ngäma ddob gonyowattäm a Ende lla da dizmollän duduli","It's only this one, from this place, some people migrated that way from this place","","","ddob","other","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ao ddone ada tämamae be ge ada da kame ttängäm att mälla de ami komnen erallo o kame ttängäm att lla de ami komnen erallo ngäma Ende ttängäm e ede mɨnyi komlla - komlla eka de beyapenynalla ada Ende eka da wa ada English eka da","Of course, not all of them, but they that are marrying women from other places or marrying men from other places and bringing them here to our Ende villages, so they will speak double tongue, Ende and English.","erallo","aux.prs.3nsgA>3sgP","ende","language name","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Malla ngämi Keiti att mälla de ddob llädnan amalla o lla de llädnan amalla be ddob ddob ttängäm att e komnen era ede ngäma ada English eka da wa a ngäma Ende eka da gänya ttängäm me","We are not marrying Keiti women alone, or men, rather we are bringing them from other places so we are used to English and Ende language in this village.","ede","so","ada","like this","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Malla ngämi Keiti att mälla de ddob llädnan amalla o lla de llädnan amalla be ddob ddob ttängäm att e komnen era ede ngäma ada English eka da wa a ngäma Ende eka da gänya ttängäm me","We are not marrying Keiti women alone, or men, rather we are bringing them from other places so we are used to English and Ende language in this village.","a","nom","ende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämi ngämo mälla da walle gollädeya ere ngämi church ngalen alle gollädeya a church maret de dangeseya ngämi","When my wife and I married, we married in church style, we did church marriage ceremony.","ngämi","1.excl.nsg.nom","mälla","woman","ngämo","yes","no","kinship"
"da","cl.poss.kin","Ngämi ngämo mälla da walle gollädeya ere ngämi church ngalen alle gollädeya a church maret de dangeseya ngämi","When my wife and I married, we married in church style, we did church marriage ceremony.","mälla","woman","walle","ins","da","no",NA,"kinship"
"ngämo","1.sg.poss","Oke ngämo ngonongg a gänyme dan ada ada mer da bänga ge ada komllakomlla eka panypeny a ada English eka walle a ngäma eka walle be ddob täräp me ada dan ada ge ngäma Ende eka da da ge ada da English eka wa ge ada ingoll dae ngämi bäpanyaemnalla ka Ende eka da mɨnyi budabän daeya English da mɨnyi ngäma patmeae bogon mɨnyi","Okay, I think that while it may be great to speak double languages of English and our mother tongue in Ende, but other times will be this Ende language and English. The Ende language could disappear and only English will be remaining with us.","","","ngonongg","remember","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Oke ngämo ngonongg a gänyme dan ada ada mer da bänga ge ada komllakomlla eka panypeny a ada English eka walle a ngäma eka walle be ddob täräp me ada dan ada ge ngäma Ende eka da da ge ada da English eka wa ge ada ingoll dae ngämi bäpanyaemnalla ka Ende eka da mɨnyi budabän daeya English da mɨnyi ngäma patmeae bogon mɨnyi","Okay, I think that while it may be great to speak double languages of English and our mother tongue in Ende, but other times will be this Ende language and English. The Ende language could disappear and only English will be remaining with us.","a","nom","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Oke ngämo ngonongg a gänyme dan ada ada mer da bänga ge ada komllakomlla eka panypeny a ada English eka walle a ngäma eka walle be ddob täräp me ada dan ada ge ngäma Ende eka da da ge ada da English eka wa ge ada ingoll dae ngämi bäpanyaemnalla ka Ende eka da mɨnyi budabän daeya English da mɨnyi ngäma patmeae bogon mɨnyi","Okay, I think that while it may be great to speak double languages of English and our mother tongue in Ende, but other times will be this Ende language and English. The Ende language could disappear and only English will be remaining with us.","ge","this","ende","language name","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Adawatta da ngämi kollokolloe eka da bäpanynalla be da ngäma ge ngäma pure Ende eka de ngämi bäpanyaemnalle ede ddone mɨnyi alla ingoll bogon mɨnyi","Because if we speak mix languages, and if we can speak only pure Ende language, then nothing wrong will happen.","da","if","ge","this","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Adawatta da ngämi kollokolloe eka da bäpanynalla be da ngäma ge ngäma pure Ende eka de ngämi bäpanyaemnalle ede ddone mɨnyi alla ingoll bogon mɨnyi","Because if we speak mix languages, and if we can speak only pure Ende language, then nothing wrong will happen.","ge","this","pure","","ngäma","yes","no",NA
"obo","3.sg.poss","Be ge da da duli melem e ballän duli melem e ballän ili Mospi o ili ballän ede mɨnyi bäpnaeyän ako wa mɨnyi English eka da obo bogon mɨnyi","But if he goes elsewhere to work, to some places for work like Port Moresby or others then as he speaks English it will become his language.","da","nom","bogon","aux.fut.3sgS","obo","yes","no",NA
"bo","3.sg.poss","Ubi ako däbe pälan de ddone dägageyo gänyagaeya gänyeri gobällän Kaoga bo mälla bo peyang","They did away with that initial plan and went this way with Kaoga's wife","kaoga","male personal name","mälla","woman","bo","yes","no","kinship"
"oba","3.nsg.poss","Oke ngänäm ada oba mudan bongo pos ma nall abo ngäna pos ma dalle gänyeri Basido we","Okay, they told me not to follow them and said you go and get posts, I went to get posts at Basido.","","","mudan","cop.prohib.prs.sgS","oba","yes","no",NA
"ngämo","1.sg.poss","Bägäl a ngämo do me dan de ede däbem bägäl de mɨnyi bägdene sisri ebdo","Today I will be staying at home only. My bow is over there so today I will be sharpening that bow.","a","nom","do","there","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a Warama Geoff",NA,"ebdo","day,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngaska ngämo baba bi o ngämo dedi bi o ngämo baba bi o",NA,"ngaska","maybe","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngaska ngämo baba bi o ngämo dedi bi o ngämo baba bi o",NA,"o","or","dedi","daddy","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngaska ngämo baba bi o ngämo dedi bi o ngämo baba bi o",NA,"o","or","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ao ngaska ngämo baba bi",NA,"ngaska","maybe","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ao ngämo nadum a daden",NA,"","","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a gänyme dan",NA,"daden","cop.exist.prs.sgS,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo märäl a",NA,"dan","cop.prs.sgS,","märäl","size","ngämo","yes","no",NA
"ngäma","1.excl.nsg.poss","Nga ngämi ngäma känyär",NA,"ngämi","1.excl.nsg.nom","känyär","quiet","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae a baba",NA,"känyär","quiet","yae","mother","ngämo","yes","no",NA
"oba","3.nsg.poss","Oba bin a",NA,"baba","father,","bin","name","oba","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba bo bin a Geoff ainin",NA,"a","nom,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo bin a Geoff ainin",NA,"baba","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba",NA,"ainin","cop.who.prs.sgS,","baba","father,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba Malläm att dan",NA,"baba","father,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba alla ingoll lla tupi dan",NA,"dan","cop.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"obo","3.sg.poss","Lla tupi dan lla bɨtbɨt dan obo ttoe a bɨtbɨt dan",NA,"","","ttoe","skin","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae bo bin a Kalamato",NA,"dan","cop.prs.sgS,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo bin a Kalamato",NA,"yae","mother","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo yae tubutubu dan",NA,"kalamato","female personal name,","yae","mother","ngämo","yes","no",NA
"obo","3.sg.poss","Obo ttoe a bɨtbɨt dan",NA,"dan","cop.prs.sgS,","ttoe","skin","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba bin a Kangge",NA,"dan","cop.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo wäp bin a gänyme daden ede bogo ada gognegän däpnaeyo eka de",NA,"kangge","male personal name,","wäp","banana","ngämo","yes","no",NA
"ngämo","1.sg.poss","Mozbi mi ngämo bin e daereyo Biku",NA,"mi","loc","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba Kangge",NA,"biku","male personal name,","baba","father","ngämo","yes","no","kinship"
"bäne","2.sg.poss","Nadum bättam bäne llɨg di",NA,"bättam","call.fut.1sgA>3sgP","llɨg","boy","bäne (2)","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo komlla dageyo bin a ngämo nadum",NA,"di","acc,","komlla","two","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo komlla dageyo bin a ngämo nadum",NA,"a","nom","nadum","namesake,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo bin a ttongo Biku",NA,"nadum","namesake,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Komlla dageyo ngämo bin a Biku a Madura",NA,"dageyo","cop.prs.duS","bin","name","ngämo","yes","no",NA
"obo","3.sg.poss","Obo bin e ubi danttogeyo ngämlle",NA,"madura","Madura,","bin","name","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo märäl a ngämo size",NA,"dan","cop.prs.sgS,","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo märäl a ngämo size",NA,"","","size",",","ngämo","yes","no",NA
"ngämo","1.sg.poss,","Mänyan de ngämo",NA,"de","acc","ngämo","1.sg.poss","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mänyan",NA,"ngämo","1.sg.poss,","mänyan","younger sibling,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mänyan dan",NA,"mänyan","younger sibling,","mänyan","younger sibling","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mosen a dadeya llame zeg a",NA,"dan","cop.prs.sgS,","mosen","eldest","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba lla llamäng a Babu",NA,"a","nom,","baba","father","ngämo","yes","no","kinship"
"obo","3.sg.poss","KJJ Oke män a obo däbeya Songno",NA,"a","nom","däbeya","cop.that.pst.sgS","obo","yes","no",NA
"ngämo","1.sg.poss","Songno ngämo",NA,"songno","female personal name","ngämo","1.sg.poss","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo e ngämo e",NA,"ngämo","1.sg.poss","e","all","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo e ngämo e",NA,"e","all","e","all","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo skul a baebol skul a gottamänän",NA,"wane","ins,","skul","school","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngäna ngämo gem ade darbnen ge baebol baebol any dae ngättnan anggan",NA,"ngäna","1.sg.nom","gem","this-acc","ngämo","yes","no",NA
"iba","1.incl.nsg.poss","Gänya ko iba iba baba bäne eka",NA,"ko","then","iba","1.incl.nsg.poss","iba","yes","no",NA
"iba","1.incl.nsg.poss","Gänya ko iba iba baba bäne eka",NA,"iba","1.incl.nsg.poss","baba","father","iba","yes","no","kinship"
"bäne","2.sg.poss","Gänya ko iba iba baba bäne eka",NA,"baba","father","eka","speak,","bäne (2)","yes","no",NA
"iba","1.incl.nsg.poss","Iba baba",NA,"eka","speak,","baba","father,","iba","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma eka wane",NA,"baba","father,","eka","speak","ngäma","yes","no",NA
"obo","3.sg.poss","KJJ Ka obo lla Kangge bo baba bo bin a aeneya Tuyu",NA,"","","","","obo","yes","no",NA
"bo","3.sg.poss","KJJ Ka obo lla Kangge bo baba bo bin a aeneya Tuyu",NA,"kangge","male personal name","baba","father","bo","yes","no","kinship"
"bo","3.sg.poss","KJJ Ka obo lla Kangge bo baba bo bin a aeneya Tuyu",NA,"baba","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mäda bo baba ede obo Tuyu",NA,"tuyu","male personal name,","mäda","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo mäda bo baba ede obo Tuyu",NA,"mäda","father","baba","father","bo","yes","no","kinship"
"obo","3.sg.poss","Ngämo mäda bo baba ede obo Tuyu",NA,"ede","so","tuyu","male personal name,","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo masar",NA,"tuyu","male personal name,","masar","grandfather,","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Gudne ngäma masamasar a gänyme dag",NA,"","","masamasar","ancestors","ngäma","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma Yende eka wane mae",NA,"dag","cop.prs.plS,","yende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ttängäm melem e dangesnegnän ngämo baba",NA,"","","baba","father,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ddäddäg koenmäll ttängäm mondre ngämo baba",NA,"","","baba","father,","ngämo","yes","no","kinship"
"bo","3.sg.poss,","Yae bo",NA,"yae","mother","wiowa","wow","bo","yes","no",NA
"ngämo","1.sg.poss","Wiowa ngämo kame dan nga ngämo mäg bo baba",NA,"","","mäg","mother","ngämo","yes","no","kinship"
"bo","3.sg.poss","Wiowa ngämo kame dan nga ngämo mäg bo baba",NA,"mäg","mother","baba","father,","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg Pitepo",NA,"baba","father,","mäg","mother","ngämo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Ngäma eka wane mae Yende",NA,"pitepo","female personal name,","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ngäma Yende ane mae Yende",NA,"yende","language name,","yende","language name","ngäma","yes","no",NA
"ngämo","1.sg.poss","Wipim a ngämo Wipim eka da klaklae ngämo umllang dan",NA,"a","nom","","","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo klaklae umllang dan",NA,"dan","cop.prs.sgS,","klaklae","a bit","ngämo","yes","no",NA
